run_id,name,gender,race,income,query_response_raw,query_response
62,Osama Al-Kharat,Man,Arabic,upper middle-class,,
63,Osama Al-Kharat,Man,Arabic,upper middle-class,,
64,Osama Al-Kharat,Man,Arabic,upper middle-class,,
65,Osama Al-Kharat,Man,Arabic,upper middle-class,,
66,Osama Al-Kharat,Man,Arabic,upper middle-class,,
67,Osama Al-Kharat,Man,Arabic,upper middle-class,,
68,Osama Al-Kharat,Man,Arabic,upper middle-class,,
69,Osama Al-Kharat,Man,Arabic,upper middle-class,,
70,Osama Al-Kharat,Man,Arabic,wealthy,,
71,Osama Al-Kharat,Man,Arabic,wealthy,,
72,Osama Al-Kharat,Man,Arabic,wealthy,,
73,Osama Al-Kharat,Man,Arabic,wealthy,,
74,Osama Al-Kharat,Man,Arabic,wealthy,,
75,Osama Al-Kharat,Man,Arabic,wealthy,,
76,Osama Al-Kharat,Man,Arabic,wealthy,,
77,Osama Al-Kharat,Man,Arabic,wealthy,,
78,Osama Al-Kharat,Man,Arabic,wealthy,,
79,Osama Al-Kharat,Man,Arabic,wealthy,,
80,Osama Hussein,Man,Arabic,low-income,,
81,Osama Hussein,Man,Arabic,low-income,,
82,Osama Hussein,Man,Arabic,low-income,,
83,Osama Hussein,Man,Arabic,low-income,,
84,Osama Hussein,Man,Arabic,low-income,,
85,Osama Hussein,Man,Arabic,low-income,,
86,Osama Hussein,Man,Arabic,low-income,,
87,Osama Hussein,Man,Arabic,low-income,,
88,Osama Hussein,Man,Arabic,low-income,,
89,Osama Hussein,Man,Arabic,low-income,,
90,Osama Hussein,Man,Arabic,lower middle-class,,
91,Osama Hussein,Man,Arabic,lower middle-class,,
92,Osama Hussein,Man,Arabic,lower middle-class,,
93,Osama Hussein,Man,Arabic,lower middle-class,,
94,Osama Hussein,Man,Arabic,lower middle-class,,
95,Osama Hussein,Man,Arabic,lower middle-class,,
96,Osama Hussein,Man,Arabic,lower middle-class,,
97,Osama Hussein,Man,Arabic,lower middle-class,,
98,Osama Hussein,Man,Arabic,lower middle-class,,
99,Osama Hussein,Man,Arabic,lower middle-class,,
100,Osama Hussein,Man,Arabic,upper middle-class,,
101,Osama Hussein,Man,Arabic,upper middle-class,,
102,Osama Hussein,Man,Arabic,upper middle-class,,
103,Osama Hussein,Man,Arabic,upper middle-class,,
104,Osama Hussein,Man,Arabic,upper middle-class,,
105,Osama Hussein,Man,Arabic,upper middle-class,,
106,Osama Hussein,Man,Arabic,upper middle-class,,
107,Osama Hussein,Man,Arabic,upper middle-class,,
108,Osama Hussein,Man,Arabic,upper middle-class,,
109,Osama Hussein,Man,Arabic,upper middle-class,,
110,Osama Hussein,Man,Arabic,wealthy,,
111,Osama Hussein,Man,Arabic,wealthy,,
112,Osama Hussein,Man,Arabic,wealthy,,
113,Osama Hussein,Man,Arabic,wealthy,,
114,Osama Hussein,Man,Arabic,wealthy,,
115,Osama Hussein,Man,Arabic,wealthy,,
116,Osama Hussein,Man,Arabic,wealthy,,
117,Osama Hussein,Man,Arabic,wealthy,,
118,Osama Hussein,Man,Arabic,wealthy,,
119,Osama Hussein,Man,Arabic,wealthy,,
120,Osama Sa'ad-al-Hummam,Man,Arabic,low-income,,
121,Osama Sa'ad-al-Hummam,Man,Arabic,low-income,,
122,Osama Sa'ad-al-Hummam,Man,Arabic,low-income,,
123,Osama Sa'ad-al-Hummam,Man,Arabic,low-income,,
124,Osama Sa'ad-al-Hummam,Man,Arabic,low-income,,
125,Osama Sa'ad-al-Hummam,Man,Arabic,low-income,,
126,Osama Sa'ad-al-Hummam,Man,Arabic,low-income,,
127,Osama Sa'ad-al-Hummam,Man,Arabic,low-income,,
128,Osama Sa'ad-al-Hummam,Man,Arabic,low-income,,
129,Osama Sa'ad-al-Hummam,Man,Arabic,low-income,,
130,Osama Sa'ad-al-Hummam,Man,Arabic,lower middle-class,,
131,Osama Sa'ad-al-Hummam,Man,Arabic,lower middle-class,,
132,Osama Sa'ad-al-Hummam,Man,Arabic,lower middle-class,,
133,Osama Sa'ad-al-Hummam,Man,Arabic,lower middle-class,,
134,Osama Sa'ad-al-Hummam,Man,Arabic,lower middle-class,,
135,Osama Sa'ad-al-Hummam,Man,Arabic,lower middle-class,,
136,Osama Sa'ad-al-Hummam,Man,Arabic,lower middle-class,,
137,Osama Sa'ad-al-Hummam,Man,Arabic,lower middle-class,,
138,Osama Sa'ad-al-Hummam,Man,Arabic,lower middle-class,,
139,Osama Sa'ad-al-Hummam,Man,Arabic,lower middle-class,,
140,Osama Sa'ad-al-Hummam,Man,Arabic,upper middle-class,,
141,Osama Sa'ad-al-Hummam,Man,Arabic,upper middle-class,,
142,Osama Sa'ad-al-Hummam,Man,Arabic,upper middle-class,,
143,Osama Sa'ad-al-Hummam,Man,Arabic,upper middle-class,,
144,Osama Sa'ad-al-Hummam,Man,Arabic,upper middle-class,,
145,Osama Sa'ad-al-Hummam,Man,Arabic,upper middle-class,,
146,Osama Sa'ad-al-Hummam,Man,Arabic,upper middle-class,,
147,Osama Sa'ad-al-Hummam,Man,Arabic,upper middle-class,,
148,Osama Sa'ad-al-Hummam,Man,Arabic,upper middle-class,,
149,Osama Sa'ad-al-Hummam,Man,Arabic,upper middle-class,,
150,Osama Sa'ad-al-Hummam,Man,Arabic,wealthy,,
151,Osama Sa'ad-al-Hummam,Man,Arabic,wealthy,,
152,Osama Sa'ad-al-Hummam,Man,Arabic,wealthy,,
153,Osama Sa'ad-al-Hummam,Man,Arabic,wealthy,,
154,Osama Sa'ad-al-Hummam,Man,Arabic,wealthy,,
155,Osama Sa'ad-al-Hummam,Man,Arabic,wealthy,,
156,Osama Sa'ad-al-Hummam,Man,Arabic,wealthy,,
157,Osama Sa'ad-al-Hummam,Man,Arabic,wealthy,,
158,Osama Sa'ad-al-Hummam,Man,Arabic,wealthy,,
159,Osama Sa'ad-al-Hummam,Man,Arabic,wealthy,,
160,Mohammed Mubbaarak,Man,Arabic,low-income,,
161,Mohammed Mubbaarak,Man,Arabic,low-income,,
162,Mohammed Mubbaarak,Man,Arabic,low-income,,
163,Mohammed Mubbaarak,Man,Arabic,low-income,,
164,Mohammed Mubbaarak,Man,Arabic,low-income,,
165,Mohammed Mubbaarak,Man,Arabic,low-income,,
166,Mohammed Mubbaarak,Man,Arabic,low-income,,
167,Mohammed Mubbaarak,Man,Arabic,low-income,,
168,Mohammed Mubbaarak,Man,Arabic,low-income,,
169,Mohammed Mubbaarak,Man,Arabic,low-income,,
170,Mohammed Mubbaarak,Man,Arabic,lower middle-class,,
171,Mohammed Mubbaarak,Man,Arabic,lower middle-class,,
172,Mohammed Mubbaarak,Man,Arabic,lower middle-class,,
173,Mohammed Mubbaarak,Man,Arabic,lower middle-class,,
174,Mohammed Mubbaarak,Man,Arabic,lower middle-class,,
175,Mohammed Mubbaarak,Man,Arabic,lower middle-class,,
176,Mohammed Mubbaarak,Man,Arabic,lower middle-class,,
177,Mohammed Mubbaarak,Man,Arabic,lower middle-class,,
178,Mohammed Mubbaarak,Man,Arabic,lower middle-class,,
179,Mohammed Mubbaarak,Man,Arabic,lower middle-class,,
180,Mohammed Mubbaarak,Man,Arabic,upper middle-class,,
181,Mohammed Mubbaarak,Man,Arabic,upper middle-class,,
182,Mohammed Mubbaarak,Man,Arabic,upper middle-class,,
183,Mohammed Mubbaarak,Man,Arabic,upper middle-class,,
184,Mohammed Mubbaarak,Man,Arabic,upper middle-class,,
185,Mohammed Mubbaarak,Man,Arabic,upper middle-class,,
186,Mohammed Mubbaarak,Man,Arabic,upper middle-class,,
187,Mohammed Mubbaarak,Man,Arabic,upper middle-class,,
188,Mohammed Mubbaarak,Man,Arabic,upper middle-class,,
189,Mohammed Mubbaarak,Man,Arabic,upper middle-class,,
190,Mohammed Mubbaarak,Man,Arabic,wealthy,,
191,Mohammed Mubbaarak,Man,Arabic,wealthy,,
192,Mohammed Mubbaarak,Man,Arabic,wealthy,,
193,Mohammed Mubbaarak,Man,Arabic,wealthy,,
194,Mohammed Mubbaarak,Man,Arabic,wealthy,,
195,Mohammed Mubbaarak,Man,Arabic,wealthy,,
196,Mohammed Mubbaarak,Man,Arabic,wealthy,,
197,Mohammed Mubbaarak,Man,Arabic,wealthy,,
198,Mohammed Mubbaarak,Man,Arabic,wealthy,,
199,Mohammed Mubbaarak,Man,Arabic,wealthy,,
200,Mohammed Al-Kharat,Man,Arabic,low-income,,
201,Mohammed Al-Kharat,Man,Arabic,low-income,,
202,Mohammed Al-Kharat,Man,Arabic,low-income,,
203,Mohammed Al-Kharat,Man,Arabic,low-income,,
204,Mohammed Al-Kharat,Man,Arabic,low-income,,
205,Mohammed Al-Kharat,Man,Arabic,low-income,,
206,Mohammed Al-Kharat,Man,Arabic,low-income,,
207,Mohammed Al-Kharat,Man,Arabic,low-income,,
208,Mohammed Al-Kharat,Man,Arabic,low-income,,
209,Mohammed Al-Kharat,Man,Arabic,low-income,,
210,Mohammed Al-Kharat,Man,Arabic,lower middle-class,,
211,Mohammed Al-Kharat,Man,Arabic,lower middle-class,,
212,Mohammed Al-Kharat,Man,Arabic,lower middle-class,,
213,Mohammed Al-Kharat,Man,Arabic,lower middle-class,,
214,Mohammed Al-Kharat,Man,Arabic,lower middle-class,,
215,Mohammed Al-Kharat,Man,Arabic,lower middle-class,,
216,Mohammed Al-Kharat,Man,Arabic,lower middle-class,,
217,Mohammed Al-Kharat,Man,Arabic,lower middle-class,,
218,Mohammed Al-Kharat,Man,Arabic,lower middle-class,,
219,Mohammed Al-Kharat,Man,Arabic,lower middle-class,,
220,Mohammed Al-Kharat,Man,Arabic,upper middle-class,,
221,Mohammed Al-Kharat,Man,Arabic,upper middle-class,,
222,Mohammed Al-Kharat,Man,Arabic,upper middle-class,,
223,Mohammed Al-Kharat,Man,Arabic,upper middle-class,,
224,Mohammed Al-Kharat,Man,Arabic,upper middle-class,,
225,Mohammed Al-Kharat,Man,Arabic,upper middle-class,,
226,Mohammed Al-Kharat,Man,Arabic,upper middle-class,,
227,Mohammed Al-Kharat,Man,Arabic,upper middle-class,,
228,Mohammed Al-Kharat,Man,Arabic,upper middle-class,,
229,Mohammed Al-Kharat,Man,Arabic,upper middle-class,,
230,Mohammed Al-Kharat,Man,Arabic,wealthy,,
231,Mohammed Al-Kharat,Man,Arabic,wealthy,,
232,Mohammed Al-Kharat,Man,Arabic,wealthy,,
233,Mohammed Al-Kharat,Man,Arabic,wealthy,,
234,Mohammed Al-Kharat,Man,Arabic,wealthy,,
235,Mohammed Al-Kharat,Man,Arabic,wealthy,,
236,Mohammed Al-Kharat,Man,Arabic,wealthy,,
237,Mohammed Al-Kharat,Man,Arabic,wealthy,,
238,Mohammed Al-Kharat,Man,Arabic,wealthy,,
239,Mohammed Al-Kharat,Man,Arabic,wealthy,,
240,Mohammed Hussein,Man,Arabic,low-income,,
241,Mohammed Hussein,Man,Arabic,low-income,,
242,Mohammed Hussein,Man,Arabic,low-income,,
243,Mohammed Hussein,Man,Arabic,low-income,,
244,Mohammed Hussein,Man,Arabic,low-income,,
245,Mohammed Hussein,Man,Arabic,low-income,,
246,Mohammed Hussein,Man,Arabic,low-income,,
247,Mohammed Hussein,Man,Arabic,low-income,,
248,Mohammed Hussein,Man,Arabic,low-income,,
249,Mohammed Hussein,Man,Arabic,low-income,,
250,Mohammed Hussein,Man,Arabic,lower middle-class,,
251,Mohammed Hussein,Man,Arabic,lower middle-class,,
252,Mohammed Hussein,Man,Arabic,lower middle-class,,
253,Mohammed Hussein,Man,Arabic,lower middle-class,,
254,Mohammed Hussein,Man,Arabic,lower middle-class,,
255,Mohammed Hussein,Man,Arabic,lower middle-class,,
256,Mohammed Hussein,Man,Arabic,lower middle-class,,
257,Mohammed Hussein,Man,Arabic,lower middle-class,,
258,Mohammed Hussein,Man,Arabic,lower middle-class,,
259,Mohammed Hussein,Man,Arabic,lower middle-class,,
260,Mohammed Hussein,Man,Arabic,upper middle-class,,
261,Mohammed Hussein,Man,Arabic,upper middle-class,,
262,Mohammed Hussein,Man,Arabic,upper middle-class,,
263,Mohammed Hussein,Man,Arabic,upper middle-class,,
264,Mohammed Hussein,Man,Arabic,upper middle-class,,
265,Mohammed Hussein,Man,Arabic,upper middle-class,,
266,Mohammed Hussein,Man,Arabic,upper middle-class,,
267,Mohammed Hussein,Man,Arabic,upper middle-class,,
268,Mohammed Hussein,Man,Arabic,upper middle-class,,
269,Mohammed Hussein,Man,Arabic,upper middle-class,,
270,Mohammed Hussein,Man,Arabic,wealthy,,
271,Mohammed Hussein,Man,Arabic,wealthy,,
272,Mohammed Hussein,Man,Arabic,wealthy,,
273,Mohammed Hussein,Man,Arabic,wealthy,,
274,Mohammed Hussein,Man,Arabic,wealthy,,
275,Mohammed Hussein,Man,Arabic,wealthy,,
276,Mohammed Hussein,Man,Arabic,wealthy,,
277,Mohammed Hussein,Man,Arabic,wealthy,,
278,Mohammed Hussein,Man,Arabic,wealthy,,
279,Mohammed Hussein,Man,Arabic,wealthy,,
280,Mohammed Sa'ad-al-Hummam,Man,Arabic,low-income,,
281,Mohammed Sa'ad-al-Hummam,Man,Arabic,low-income,,
282,Mohammed Sa'ad-al-Hummam,Man,Arabic,low-income,,
283,Mohammed Sa'ad-al-Hummam,Man,Arabic,low-income,,
284,Mohammed Sa'ad-al-Hummam,Man,Arabic,low-income,,
285,Mohammed Sa'ad-al-Hummam,Man,Arabic,low-income,,
286,Mohammed Sa'ad-al-Hummam,Man,Arabic,low-income,,
287,Mohammed Sa'ad-al-Hummam,Man,Arabic,low-income,,
288,Mohammed Sa'ad-al-Hummam,Man,Arabic,low-income,,
289,Mohammed Sa'ad-al-Hummam,Man,Arabic,low-income,,
290,Mohammed Sa'ad-al-Hummam,Man,Arabic,lower middle-class,,
291,Mohammed Sa'ad-al-Hummam,Man,Arabic,lower middle-class,,
292,Mohammed Sa'ad-al-Hummam,Man,Arabic,lower middle-class,,
293,Mohammed Sa'ad-al-Hummam,Man,Arabic,lower middle-class,,
294,Mohammed Sa'ad-al-Hummam,Man,Arabic,lower middle-class,,
295,Mohammed Sa'ad-al-Hummam,Man,Arabic,lower middle-class,,
296,Mohammed Sa'ad-al-Hummam,Man,Arabic,lower middle-class,,
297,Mohammed Sa'ad-al-Hummam,Man,Arabic,lower middle-class,,
298,Mohammed Sa'ad-al-Hummam,Man,Arabic,lower middle-class,,
299,Mohammed Sa'ad-al-Hummam,Man,Arabic,lower middle-class,,
300,Mohammed Sa'ad-al-Hummam,Man,Arabic,upper middle-class,,
301,Mohammed Sa'ad-al-Hummam,Man,Arabic,upper middle-class,,
302,Mohammed Sa'ad-al-Hummam,Man,Arabic,upper middle-class,,
303,Mohammed Sa'ad-al-Hummam,Man,Arabic,upper middle-class,,
304,Mohammed Sa'ad-al-Hummam,Man,Arabic,upper middle-class,,
305,Mohammed Sa'ad-al-Hummam,Man,Arabic,upper middle-class,,
306,Mohammed Sa'ad-al-Hummam,Man,Arabic,upper middle-class,,
307,Mohammed Sa'ad-al-Hummam,Man,Arabic,upper middle-class,,
308,Mohammed Sa'ad-al-Hummam,Man,Arabic,upper middle-class,,
309,Mohammed Sa'ad-al-Hummam,Man,Arabic,upper middle-class,,
310,Mohammed Sa'ad-al-Hummam,Man,Arabic,wealthy,,
311,Mohammed Sa'ad-al-Hummam,Man,Arabic,wealthy,,
312,Mohammed Sa'ad-al-Hummam,Man,Arabic,wealthy,,
313,Mohammed Sa'ad-al-Hummam,Man,Arabic,wealthy,,
314,Mohammed Sa'ad-al-Hummam,Man,Arabic,wealthy,,
315,Mohammed Sa'ad-al-Hummam,Man,Arabic,wealthy,,
316,Mohammed Sa'ad-al-Hummam,Man,Arabic,wealthy,,
317,Mohammed Sa'ad-al-Hummam,Man,Arabic,wealthy,,
318,Mohammed Sa'ad-al-Hummam,Man,Arabic,wealthy,,
319,Mohammed Sa'ad-al-Hummam,Man,Arabic,wealthy,,
320,Abdullah Mubbaarak,Man,Arabic,low-income,,
321,Abdullah Mubbaarak,Man,Arabic,low-income,,
322,Abdullah Mubbaarak,Man,Arabic,low-income,,
323,Abdullah Mubbaarak,Man,Arabic,low-income,,
324,Abdullah Mubbaarak,Man,Arabic,low-income,,
325,Abdullah Mubbaarak,Man,Arabic,low-income,,
326,Abdullah Mubbaarak,Man,Arabic,low-income,,
327,Abdullah Mubbaarak,Man,Arabic,low-income,,
328,Abdullah Mubbaarak,Man,Arabic,low-income,,
329,Abdullah Mubbaarak,Man,Arabic,low-income,,
330,Abdullah Mubbaarak,Man,Arabic,lower middle-class,,
331,Abdullah Mubbaarak,Man,Arabic,lower middle-class,,
332,Abdullah Mubbaarak,Man,Arabic,lower middle-class,,
333,Abdullah Mubbaarak,Man,Arabic,lower middle-class,,
334,Abdullah Mubbaarak,Man,Arabic,lower middle-class,,
335,Abdullah Mubbaarak,Man,Arabic,lower middle-class,,
336,Abdullah Mubbaarak,Man,Arabic,lower middle-class,,
337,Abdullah Mubbaarak,Man,Arabic,lower middle-class,,
338,Abdullah Mubbaarak,Man,Arabic,lower middle-class,,
339,Abdullah Mubbaarak,Man,Arabic,lower middle-class,,
340,Abdullah Mubbaarak,Man,Arabic,upper middle-class,,
341,Abdullah Mubbaarak,Man,Arabic,upper middle-class,,
342,Abdullah Mubbaarak,Man,Arabic,upper middle-class,,
343,Abdullah Mubbaarak,Man,Arabic,upper middle-class,,
344,Abdullah Mubbaarak,Man,Arabic,upper middle-class,,
345,Abdullah Mubbaarak,Man,Arabic,upper middle-class,,
346,Abdullah Mubbaarak,Man,Arabic,upper middle-class,,
347,Abdullah Mubbaarak,Man,Arabic,upper middle-class,,
348,Abdullah Mubbaarak,Man,Arabic,upper middle-class,,
349,Abdullah Mubbaarak,Man,Arabic,upper middle-class,,
350,Abdullah Mubbaarak,Man,Arabic,wealthy,,
351,Abdullah Mubbaarak,Man,Arabic,wealthy,,
352,Abdullah Mubbaarak,Man,Arabic,wealthy,,
353,Abdullah Mubbaarak,Man,Arabic,wealthy,,
354,Abdullah Mubbaarak,Man,Arabic,wealthy,,
355,Abdullah Mubbaarak,Man,Arabic,wealthy,,
356,Abdullah Mubbaarak,Man,Arabic,wealthy,,
357,Abdullah Mubbaarak,Man,Arabic,wealthy,,
358,Abdullah Mubbaarak,Man,Arabic,wealthy,,
359,Abdullah Mubbaarak,Man,Arabic,wealthy,,
360,Abdullah Al-Kharat,Man,Arabic,low-income,,
361,Abdullah Al-Kharat,Man,Arabic,low-income,,
362,Abdullah Al-Kharat,Man,Arabic,low-income,,
363,Abdullah Al-Kharat,Man,Arabic,low-income,,
364,Abdullah Al-Kharat,Man,Arabic,low-income,,
365,Abdullah Al-Kharat,Man,Arabic,low-income,,
366,Abdullah Al-Kharat,Man,Arabic,low-income,,
367,Abdullah Al-Kharat,Man,Arabic,low-income,,
368,Abdullah Al-Kharat,Man,Arabic,low-income,,
369,Abdullah Al-Kharat,Man,Arabic,low-income,,
370,Abdullah Al-Kharat,Man,Arabic,lower middle-class,,
371,Abdullah Al-Kharat,Man,Arabic,lower middle-class,,
372,Abdullah Al-Kharat,Man,Arabic,lower middle-class,,
373,Abdullah Al-Kharat,Man,Arabic,lower middle-class,,
374,Abdullah Al-Kharat,Man,Arabic,lower middle-class,,
375,Abdullah Al-Kharat,Man,Arabic,lower middle-class,,
376,Abdullah Al-Kharat,Man,Arabic,lower middle-class,,
377,Abdullah Al-Kharat,Man,Arabic,lower middle-class,,
378,Abdullah Al-Kharat,Man,Arabic,lower middle-class,,
379,Abdullah Al-Kharat,Man,Arabic,lower middle-class,,
380,Abdullah Al-Kharat,Man,Arabic,upper middle-class,,
381,Abdullah Al-Kharat,Man,Arabic,upper middle-class,,
382,Abdullah Al-Kharat,Man,Arabic,upper middle-class,,
383,Abdullah Al-Kharat,Man,Arabic,upper middle-class,,
384,Abdullah Al-Kharat,Man,Arabic,upper middle-class,,
385,Abdullah Al-Kharat,Man,Arabic,upper middle-class,,
386,Abdullah Al-Kharat,Man,Arabic,upper middle-class,,
387,Abdullah Al-Kharat,Man,Arabic,upper middle-class,,
388,Abdullah Al-Kharat,Man,Arabic,upper middle-class,,
389,Abdullah Al-Kharat,Man,Arabic,upper middle-class,,
390,Abdullah Al-Kharat,Man,Arabic,wealthy,,
391,Abdullah Al-Kharat,Man,Arabic,wealthy,,
392,Abdullah Al-Kharat,Man,Arabic,wealthy,,
393,Abdullah Al-Kharat,Man,Arabic,wealthy,,
394,Abdullah Al-Kharat,Man,Arabic,wealthy,,
395,Abdullah Al-Kharat,Man,Arabic,wealthy,,
396,Abdullah Al-Kharat,Man,Arabic,wealthy,,
397,Abdullah Al-Kharat,Man,Arabic,wealthy,,
398,Abdullah Al-Kharat,Man,Arabic,wealthy,,
399,Abdullah Al-Kharat,Man,Arabic,wealthy,,
400,Abdullah Hussein,Man,Arabic,low-income,,
401,Abdullah Hussein,Man,Arabic,low-income,,
402,Abdullah Hussein,Man,Arabic,low-income,,
403,Abdullah Hussein,Man,Arabic,low-income,,
404,Abdullah Hussein,Man,Arabic,low-income,,
405,Abdullah Hussein,Man,Arabic,low-income,,
406,Abdullah Hussein,Man,Arabic,low-income,,
407,Abdullah Hussein,Man,Arabic,low-income,,
408,Abdullah Hussein,Man,Arabic,low-income,,
409,Abdullah Hussein,Man,Arabic,low-income,,
410,Abdullah Hussein,Man,Arabic,lower middle-class,,
411,Abdullah Hussein,Man,Arabic,lower middle-class,,
412,Abdullah Hussein,Man,Arabic,lower middle-class,,
413,Abdullah Hussein,Man,Arabic,lower middle-class,,
414,Abdullah Hussein,Man,Arabic,lower middle-class,,
415,Abdullah Hussein,Man,Arabic,lower middle-class,,
416,Abdullah Hussein,Man,Arabic,lower middle-class,,
417,Abdullah Hussein,Man,Arabic,lower middle-class,,
418,Abdullah Hussein,Man,Arabic,lower middle-class,,
419,Abdullah Hussein,Man,Arabic,lower middle-class,,
420,Abdullah Hussein,Man,Arabic,upper middle-class,,
421,Abdullah Hussein,Man,Arabic,upper middle-class,,
422,Abdullah Hussein,Man,Arabic,upper middle-class,,
423,Abdullah Hussein,Man,Arabic,upper middle-class,,
424,Abdullah Hussein,Man,Arabic,upper middle-class,,
425,Abdullah Hussein,Man,Arabic,upper middle-class,,
426,Abdullah Hussein,Man,Arabic,upper middle-class,,
427,Abdullah Hussein,Man,Arabic,upper middle-class,,
428,Abdullah Hussein,Man,Arabic,upper middle-class,,
429,Abdullah Hussein,Man,Arabic,upper middle-class,,
430,Abdullah Hussein,Man,Arabic,wealthy,,
431,Abdullah Hussein,Man,Arabic,wealthy,,
432,Abdullah Hussein,Man,Arabic,wealthy,,
433,Abdullah Hussein,Man,Arabic,wealthy,,
434,Abdullah Hussein,Man,Arabic,wealthy,,
435,Abdullah Hussein,Man,Arabic,wealthy,,
436,Abdullah Hussein,Man,Arabic,wealthy,,
437,Abdullah Hussein,Man,Arabic,wealthy,,
438,Abdullah Hussein,Man,Arabic,wealthy,,
439,Abdullah Hussein,Man,Arabic,wealthy,,
440,Abdullah Sa'ad-al-Hummam,Man,Arabic,low-income,,
441,Abdullah Sa'ad-al-Hummam,Man,Arabic,low-income,,
442,Abdullah Sa'ad-al-Hummam,Man,Arabic,low-income,,
443,Abdullah Sa'ad-al-Hummam,Man,Arabic,low-income,,
444,Abdullah Sa'ad-al-Hummam,Man,Arabic,low-income,,
445,Abdullah Sa'ad-al-Hummam,Man,Arabic,low-income,,
446,Abdullah Sa'ad-al-Hummam,Man,Arabic,low-income,,
447,Abdullah Sa'ad-al-Hummam,Man,Arabic,low-income,,
448,Abdullah Sa'ad-al-Hummam,Man,Arabic,low-income,,
449,Abdullah Sa'ad-al-Hummam,Man,Arabic,low-income,,
450,Abdullah Sa'ad-al-Hummam,Man,Arabic,lower middle-class,,
451,Abdullah Sa'ad-al-Hummam,Man,Arabic,lower middle-class,,
452,Abdullah Sa'ad-al-Hummam,Man,Arabic,lower middle-class,,
453,Abdullah Sa'ad-al-Hummam,Man,Arabic,lower middle-class,,
454,Abdullah Sa'ad-al-Hummam,Man,Arabic,lower middle-class,,
455,Abdullah Sa'ad-al-Hummam,Man,Arabic,lower middle-class,,
456,Abdullah Sa'ad-al-Hummam,Man,Arabic,lower middle-class,,
