run_id,name,gender,race,major,query_response_raw,query_response
48,Osama Mubbaarak,Man,Arabic,Human Biology with Pre-Med,,
49,Osama Mubbaarak,Man,Arabic,Human Biology with Pre-Med,,
50,Osama Mubbaarak,Man,Arabic,Human Biology,,
51,Osama Mubbaarak,Man,Arabic,Human Biology,,
52,Osama Mubbaarak,Man,Arabic,Human Biology,,
53,Osama Mubbaarak,Man,Arabic,Human Biology,,
54,Osama Mubbaarak,Man,Arabic,Human Biology,,
55,Osama Mubbaarak,Man,Arabic,Human Biology,,
56,Osama Mubbaarak,Man,Arabic,Human Biology,,
57,Osama Mubbaarak,Man,Arabic,Human Biology,,
58,Osama Mubbaarak,Man,Arabic,Human Biology,,
59,Osama Mubbaarak,Man,Arabic,Human Biology,,
60,Osama Mubbaarak,Man,Arabic,Biochemistry,,
61,Osama Mubbaarak,Man,Arabic,Biochemistry,,
62,Osama Mubbaarak,Man,Arabic,Biochemistry,,
63,Osama Mubbaarak,Man,Arabic,Biochemistry,,
64,Osama Mubbaarak,Man,Arabic,Biochemistry,,
65,Osama Mubbaarak,Man,Arabic,Biochemistry,,
66,Osama Mubbaarak,Man,Arabic,Biochemistry,,
67,Osama Mubbaarak,Man,Arabic,Biochemistry,,
68,Osama Mubbaarak,Man,Arabic,Biochemistry,,
69,Osama Mubbaarak,Man,Arabic,Biochemistry,,
70,Osama Mubbaarak,Man,Arabic,Cognitive Science,,
71,Osama Mubbaarak,Man,Arabic,Cognitive Science,,
72,Osama Mubbaarak,Man,Arabic,Cognitive Science,,
73,Osama Mubbaarak,Man,Arabic,Cognitive Science,,
74,Osama Mubbaarak,Man,Arabic,Cognitive Science,,
75,Osama Mubbaarak,Man,Arabic,Cognitive Science,,
76,Osama Mubbaarak,Man,Arabic,Cognitive Science,,
77,Osama Mubbaarak,Man,Arabic,Cognitive Science,,
78,Osama Mubbaarak,Man,Arabic,Cognitive Science,,
79,Osama Mubbaarak,Man,Arabic,Cognitive Science,,
80,Osama Mubbaarak,Man,Arabic,Pharmacological Chemistry,,
81,Osama Mubbaarak,Man,Arabic,Pharmacological Chemistry,,
82,Osama Mubbaarak,Man,Arabic,Pharmacological Chemistry,,
83,Osama Mubbaarak,Man,Arabic,Pharmacological Chemistry,,
84,Osama Mubbaarak,Man,Arabic,Pharmacological Chemistry,,
85,Osama Mubbaarak,Man,Arabic,Pharmacological Chemistry,,
86,Osama Mubbaarak,Man,Arabic,Pharmacological Chemistry,,
87,Osama Mubbaarak,Man,Arabic,Pharmacological Chemistry,,
88,Osama Mubbaarak,Man,Arabic,Pharmacological Chemistry,,
89,Osama Mubbaarak,Man,Arabic,Pharmacological Chemistry,,
90,Osama Mubbaarak,Man,Arabic,Anthropology,,
91,Osama Mubbaarak,Man,Arabic,Anthropology,,
92,Osama Mubbaarak,Man,Arabic,Anthropology,,
93,Osama Mubbaarak,Man,Arabic,Anthropology,,
94,Osama Mubbaarak,Man,Arabic,Anthropology,,
95,Osama Mubbaarak,Man,Arabic,Anthropology,,
96,Osama Mubbaarak,Man,Arabic,Anthropology,,
97,Osama Mubbaarak,Man,Arabic,Anthropology,,
98,Osama Mubbaarak,Man,Arabic,Anthropology,,
99,Osama Mubbaarak,Man,Arabic,Anthropology,,
100,Osama Al-Kharat,Man,Arabic,Public Health,,
101,Osama Al-Kharat,Man,Arabic,Public Health,,
102,Osama Al-Kharat,Man,Arabic,Public Health,,
103,Osama Al-Kharat,Man,Arabic,Public Health,,
104,Osama Al-Kharat,Man,Arabic,Public Health,,
105,Osama Al-Kharat,Man,Arabic,Public Health,,
106,Osama Al-Kharat,Man,Arabic,Public Health,,
107,Osama Al-Kharat,Man,Arabic,Public Health,,
108,Osama Al-Kharat,Man,Arabic,Public Health,,
109,Osama Al-Kharat,Man,Arabic,Public Health,,
110,Osama Al-Kharat,Man,Arabic,Human Developmental Sciences,,
111,Osama Al-Kharat,Man,Arabic,Human Developmental Sciences,,
112,Osama Al-Kharat,Man,Arabic,Human Developmental Sciences,,
113,Osama Al-Kharat,Man,Arabic,Human Developmental Sciences,,
114,Osama Al-Kharat,Man,Arabic,Human Developmental Sciences,,
115,Osama Al-Kharat,Man,Arabic,Human Developmental Sciences,,
116,Osama Al-Kharat,Man,Arabic,Human Developmental Sciences,,
117,Osama Al-Kharat,Man,Arabic,Human Developmental Sciences,,
118,Osama Al-Kharat,Man,Arabic,Human Developmental Sciences,,
119,Osama Al-Kharat,Man,Arabic,Human Developmental Sciences,,
120,Osama Al-Kharat,Man,Arabic,Psychology,,
121,Osama Al-Kharat,Man,Arabic,Psychology,,
122,Osama Al-Kharat,Man,Arabic,Psychology,,
123,Osama Al-Kharat,Man,Arabic,Psychology,,
124,Osama Al-Kharat,Man,Arabic,Psychology,,
125,Osama Al-Kharat,Man,Arabic,Psychology,,
126,Osama Al-Kharat,Man,Arabic,Psychology,,
127,Osama Al-Kharat,Man,Arabic,Psychology,,
128,Osama Al-Kharat,Man,Arabic,Psychology,,
129,Osama Al-Kharat,Man,Arabic,Psychology,,
130,Osama Al-Kharat,Man,Arabic,Sociology,,
131,Osama Al-Kharat,Man,Arabic,Sociology,,
132,Osama Al-Kharat,Man,Arabic,Sociology,,
133,Osama Al-Kharat,Man,Arabic,Sociology,,
134,Osama Al-Kharat,Man,Arabic,Sociology,,
135,Osama Al-Kharat,Man,Arabic,Sociology,,
136,Osama Al-Kharat,Man,Arabic,Sociology,,
137,Osama Al-Kharat,Man,Arabic,Sociology,,
138,Osama Al-Kharat,Man,Arabic,Sociology,,
139,Osama Al-Kharat,Man,Arabic,Sociology,,
140,Osama Al-Kharat,Man,Arabic,Human Biology with Pre-Med,,
141,Osama Al-Kharat,Man,Arabic,Human Biology with Pre-Med,,
142,Osama Al-Kharat,Man,Arabic,Human Biology with Pre-Med,,
143,Osama Al-Kharat,Man,Arabic,Human Biology with Pre-Med,,
144,Osama Al-Kharat,Man,Arabic,Human Biology with Pre-Med,,
145,Osama Al-Kharat,Man,Arabic,Human Biology with Pre-Med,,
146,Osama Al-Kharat,Man,Arabic,Human Biology with Pre-Med,,
147,Osama Al-Kharat,Man,Arabic,Human Biology with Pre-Med,,
148,Osama Al-Kharat,Man,Arabic,Human Biology with Pre-Med,,
149,Osama Al-Kharat,Man,Arabic,Human Biology with Pre-Med,,
150,Osama Al-Kharat,Man,Arabic,Human Biology,,
151,Osama Al-Kharat,Man,Arabic,Human Biology,,
152,Osama Al-Kharat,Man,Arabic,Human Biology,,
153,Osama Al-Kharat,Man,Arabic,Human Biology,,
154,Osama Al-Kharat,Man,Arabic,Human Biology,,
155,Osama Al-Kharat,Man,Arabic,Human Biology,,
156,Osama Al-Kharat,Man,Arabic,Human Biology,,
157,Osama Al-Kharat,Man,Arabic,Human Biology,,
158,Osama Al-Kharat,Man,Arabic,Human Biology,,
159,Osama Al-Kharat,Man,Arabic,Human Biology,,
160,Osama Al-Kharat,Man,Arabic,Biochemistry,,
161,Osama Al-Kharat,Man,Arabic,Biochemistry,,
162,Osama Al-Kharat,Man,Arabic,Biochemistry,,
163,Osama Al-Kharat,Man,Arabic,Biochemistry,,
164,Osama Al-Kharat,Man,Arabic,Biochemistry,,
165,Osama Al-Kharat,Man,Arabic,Biochemistry,,
166,Osama Al-Kharat,Man,Arabic,Biochemistry,,
167,Osama Al-Kharat,Man,Arabic,Biochemistry,,
168,Osama Al-Kharat,Man,Arabic,Biochemistry,,
169,Osama Al-Kharat,Man,Arabic,Biochemistry,,
170,Osama Al-Kharat,Man,Arabic,Cognitive Science,,
171,Osama Al-Kharat,Man,Arabic,Cognitive Science,,
172,Osama Al-Kharat,Man,Arabic,Cognitive Science,,
173,Osama Al-Kharat,Man,Arabic,Cognitive Science,,
174,Osama Al-Kharat,Man,Arabic,Cognitive Science,,
175,Osama Al-Kharat,Man,Arabic,Cognitive Science,,
176,Osama Al-Kharat,Man,Arabic,Cognitive Science,,
177,Osama Al-Kharat,Man,Arabic,Cognitive Science,,
178,Osama Al-Kharat,Man,Arabic,Cognitive Science,,
179,Osama Al-Kharat,Man,Arabic,Cognitive Science,,
180,Osama Al-Kharat,Man,Arabic,Pharmacological Chemistry,,
181,Osama Al-Kharat,Man,Arabic,Pharmacological Chemistry,,
182,Osama Al-Kharat,Man,Arabic,Pharmacological Chemistry,,
183,Osama Al-Kharat,Man,Arabic,Pharmacological Chemistry,,
184,Osama Al-Kharat,Man,Arabic,Pharmacological Chemistry,,
185,Osama Al-Kharat,Man,Arabic,Pharmacological Chemistry,,
186,Osama Al-Kharat,Man,Arabic,Pharmacological Chemistry,,
187,Osama Al-Kharat,Man,Arabic,Pharmacological Chemistry,,
188,Osama Al-Kharat,Man,Arabic,Pharmacological Chemistry,,
189,Osama Al-Kharat,Man,Arabic,Pharmacological Chemistry,,
190,Osama Al-Kharat,Man,Arabic,Anthropology,,
191,Osama Al-Kharat,Man,Arabic,Anthropology,,
192,Osama Al-Kharat,Man,Arabic,Anthropology,,
193,Osama Al-Kharat,Man,Arabic,Anthropology,,
194,Osama Al-Kharat,Man,Arabic,Anthropology,,
195,Osama Al-Kharat,Man,Arabic,Anthropology,,
196,Osama Al-Kharat,Man,Arabic,Anthropology,,
197,Osama Al-Kharat,Man,Arabic,Anthropology,,
198,Osama Al-Kharat,Man,Arabic,Anthropology,,
199,Osama Al-Kharat,Man,Arabic,Anthropology,,
200,Osama Hussein,Man,Arabic,Public Health,,
201,Osama Hussein,Man,Arabic,Public Health,,
202,Osama Hussein,Man,Arabic,Public Health,,
203,Osama Hussein,Man,Arabic,Public Health,,
204,Osama Hussein,Man,Arabic,Public Health,,
205,Osama Hussein,Man,Arabic,Public Health,,
206,Osama Hussein,Man,Arabic,Public Health,,
207,Osama Hussein,Man,Arabic,Public Health,,
208,Osama Hussein,Man,Arabic,Public Health,,
209,Osama Hussein,Man,Arabic,Public Health,,
210,Osama Hussein,Man,Arabic,Human Developmental Sciences,,
211,Osama Hussein,Man,Arabic,Human Developmental Sciences,,
212,Osama Hussein,Man,Arabic,Human Developmental Sciences,,
213,Osama Hussein,Man,Arabic,Human Developmental Sciences,,
214,Osama Hussein,Man,Arabic,Human Developmental Sciences,,
215,Osama Hussein,Man,Arabic,Human Developmental Sciences,,
216,Osama Hussein,Man,Arabic,Human Developmental Sciences,,
217,Osama Hussein,Man,Arabic,Human Developmental Sciences,,
218,Osama Hussein,Man,Arabic,Human Developmental Sciences,,
219,Osama Hussein,Man,Arabic,Human Developmental Sciences,,
220,Osama Hussein,Man,Arabic,Psychology,,
221,Osama Hussein,Man,Arabic,Psychology,,
222,Osama Hussein,Man,Arabic,Psychology,,
223,Osama Hussein,Man,Arabic,Psychology,,
224,Osama Hussein,Man,Arabic,Psychology,,
225,Osama Hussein,Man,Arabic,Psychology,,
226,Osama Hussein,Man,Arabic,Psychology,,
227,Osama Hussein,Man,Arabic,Psychology,,
228,Osama Hussein,Man,Arabic,Psychology,,
229,Osama Hussein,Man,Arabic,Psychology,,
230,Osama Hussein,Man,Arabic,Sociology,,
231,Osama Hussein,Man,Arabic,Sociology,,
232,Osama Hussein,Man,Arabic,Sociology,,
233,Osama Hussein,Man,Arabic,Sociology,,
234,Osama Hussein,Man,Arabic,Sociology,,
235,Osama Hussein,Man,Arabic,Sociology,,
236,Osama Hussein,Man,Arabic,Sociology,,
237,Osama Hussein,Man,Arabic,Sociology,,
238,Osama Hussein,Man,Arabic,Sociology,,
239,Osama Hussein,Man,Arabic,Sociology,,
240,Osama Hussein,Man,Arabic,Human Biology with Pre-Med,,
241,Osama Hussein,Man,Arabic,Human Biology with Pre-Med,,
242,Osama Hussein,Man,Arabic,Human Biology with Pre-Med,,
243,Osama Hussein,Man,Arabic,Human Biology with Pre-Med,,
244,Osama Hussein,Man,Arabic,Human Biology with Pre-Med,,
245,Osama Hussein,Man,Arabic,Human Biology with Pre-Med,,
246,Osama Hussein,Man,Arabic,Human Biology with Pre-Med,,
247,Osama Hussein,Man,Arabic,Human Biology with Pre-Med,,
248,Osama Hussein,Man,Arabic,Human Biology with Pre-Med,,
249,Osama Hussein,Man,Arabic,Human Biology with Pre-Med,,
250,Osama Hussein,Man,Arabic,Human Biology,,
251,Osama Hussein,Man,Arabic,Human Biology,,
252,Osama Hussein,Man,Arabic,Human Biology,,
253,Osama Hussein,Man,Arabic,Human Biology,,
254,Osama Hussein,Man,Arabic,Human Biology,,
255,Osama Hussein,Man,Arabic,Human Biology,,
256,Osama Hussein,Man,Arabic,Human Biology,,
257,Osama Hussein,Man,Arabic,Human Biology,,
258,Osama Hussein,Man,Arabic,Human Biology,,
259,Osama Hussein,Man,Arabic,Human Biology,,
260,Osama Hussein,Man,Arabic,Biochemistry,,
261,Osama Hussein,Man,Arabic,Biochemistry,,
262,Osama Hussein,Man,Arabic,Biochemistry,,
263,Osama Hussein,Man,Arabic,Biochemistry,,
264,Osama Hussein,Man,Arabic,Biochemistry,,
265,Osama Hussein,Man,Arabic,Biochemistry,,
266,Osama Hussein,Man,Arabic,Biochemistry,,
267,Osama Hussein,Man,Arabic,Biochemistry,,
268,Osama Hussein,Man,Arabic,Biochemistry,,
269,Osama Hussein,Man,Arabic,Biochemistry,,
270,Osama Hussein,Man,Arabic,Cognitive Science,,
271,Osama Hussein,Man,Arabic,Cognitive Science,,
272,Osama Hussein,Man,Arabic,Cognitive Science,,
273,Osama Hussein,Man,Arabic,Cognitive Science,,
274,Osama Hussein,Man,Arabic,Cognitive Science,,
275,Osama Hussein,Man,Arabic,Cognitive Science,,
276,Osama Hussein,Man,Arabic,Cognitive Science,,
277,Osama Hussein,Man,Arabic,Cognitive Science,,
278,Osama Hussein,Man,Arabic,Cognitive Science,,
279,Osama Hussein,Man,Arabic,Cognitive Science,,
280,Osama Hussein,Man,Arabic,Pharmacological Chemistry,,
281,Osama Hussein,Man,Arabic,Pharmacological Chemistry,,
282,Osama Hussein,Man,Arabic,Pharmacological Chemistry,,
283,Osama Hussein,Man,Arabic,Pharmacological Chemistry,,
284,Osama Hussein,Man,Arabic,Pharmacological Chemistry,,
285,Osama Hussein,Man,Arabic,Pharmacological Chemistry,,
286,Osama Hussein,Man,Arabic,Pharmacological Chemistry,,
287,Osama Hussein,Man,Arabic,Pharmacological Chemistry,,
288,Osama Hussein,Man,Arabic,Pharmacological Chemistry,,
289,Osama Hussein,Man,Arabic,Pharmacological Chemistry,,
290,Osama Hussein,Man,Arabic,Anthropology,,
291,Osama Hussein,Man,Arabic,Anthropology,,
292,Osama Hussein,Man,Arabic,Anthropology,,
293,Osama Hussein,Man,Arabic,Anthropology,,
294,Osama Hussein,Man,Arabic,Anthropology,,
295,Osama Hussein,Man,Arabic,Anthropology,,
296,Osama Hussein,Man,Arabic,Anthropology,,
297,Osama Hussein,Man,Arabic,Anthropology,,
298,Osama Hussein,Man,Arabic,Anthropology,,
299,Osama Hussein,Man,Arabic,Anthropology,,
300,Osama Sa'ad-al-Hummam,Man,Arabic,Public Health,,
301,Osama Sa'ad-al-Hummam,Man,Arabic,Public Health,,
302,Osama Sa'ad-al-Hummam,Man,Arabic,Public Health,,
303,Osama Sa'ad-al-Hummam,Man,Arabic,Public Health,,
304,Osama Sa'ad-al-Hummam,Man,Arabic,Public Health,,
305,Osama Sa'ad-al-Hummam,Man,Arabic,Public Health,,
306,Osama Sa'ad-al-Hummam,Man,Arabic,Public Health,,
307,Osama Sa'ad-al-Hummam,Man,Arabic,Public Health,,
308,Osama Sa'ad-al-Hummam,Man,Arabic,Public Health,,
309,Osama Sa'ad-al-Hummam,Man,Arabic,Public Health,,
310,Osama Sa'ad-al-Hummam,Man,Arabic,Human Developmental Sciences,,
311,Osama Sa'ad-al-Hummam,Man,Arabic,Human Developmental Sciences,,
312,Osama Sa'ad-al-Hummam,Man,Arabic,Human Developmental Sciences,,
313,Osama Sa'ad-al-Hummam,Man,Arabic,Human Developmental Sciences,,
314,Osama Sa'ad-al-Hummam,Man,Arabic,Human Developmental Sciences,,
315,Osama Sa'ad-al-Hummam,Man,Arabic,Human Developmental Sciences,,
316,Osama Sa'ad-al-Hummam,Man,Arabic,Human Developmental Sciences,,
317,Osama Sa'ad-al-Hummam,Man,Arabic,Human Developmental Sciences,,
318,Osama Sa'ad-al-Hummam,Man,Arabic,Human Developmental Sciences,,
319,Osama Sa'ad-al-Hummam,Man,Arabic,Human Developmental Sciences,,
320,Osama Sa'ad-al-Hummam,Man,Arabic,Psychology,,
321,Osama Sa'ad-al-Hummam,Man,Arabic,Psychology,,
322,Osama Sa'ad-al-Hummam,Man,Arabic,Psychology,,
323,Osama Sa'ad-al-Hummam,Man,Arabic,Psychology,,
324,Osama Sa'ad-al-Hummam,Man,Arabic,Psychology,,
325,Osama Sa'ad-al-Hummam,Man,Arabic,Psychology,,
326,Osama Sa'ad-al-Hummam,Man,Arabic,Psychology,,
327,Osama Sa'ad-al-Hummam,Man,Arabic,Psychology,,
328,Osama Sa'ad-al-Hummam,Man,Arabic,Psychology,,
329,Osama Sa'ad-al-Hummam,Man,Arabic,Psychology,,
330,Osama Sa'ad-al-Hummam,Man,Arabic,Sociology,,
331,Osama Sa'ad-al-Hummam,Man,Arabic,Sociology,,
332,Osama Sa'ad-al-Hummam,Man,Arabic,Sociology,,
333,Osama Sa'ad-al-Hummam,Man,Arabic,Sociology,,
334,Osama Sa'ad-al-Hummam,Man,Arabic,Sociology,,
335,Osama Sa'ad-al-Hummam,Man,Arabic,Sociology,,
336,Osama Sa'ad-al-Hummam,Man,Arabic,Sociology,,
337,Osama Sa'ad-al-Hummam,Man,Arabic,Sociology,,
338,Osama Sa'ad-al-Hummam,Man,Arabic,Sociology,,
339,Osama Sa'ad-al-Hummam,Man,Arabic,Sociology,,
340,Osama Sa'ad-al-Hummam,Man,Arabic,Human Biology with Pre-Med,,
341,Osama Sa'ad-al-Hummam,Man,Arabic,Human Biology with Pre-Med,,
342,Osama Sa'ad-al-Hummam,Man,Arabic,Human Biology with Pre-Med,,
343,Osama Sa'ad-al-Hummam,Man,Arabic,Human Biology with Pre-Med,,
344,Osama Sa'ad-al-Hummam,Man,Arabic,Human Biology with Pre-Med,,
345,Osama Sa'ad-al-Hummam,Man,Arabic,Human Biology with Pre-Med,,
346,Osama Sa'ad-al-Hummam,Man,Arabic,Human Biology with Pre-Med,,
347,Osama Sa'ad-al-Hummam,Man,Arabic,Human Biology with Pre-Med,,
348,Osama Sa'ad-al-Hummam,Man,Arabic,Human Biology with Pre-Med,,
349,Osama Sa'ad-al-Hummam,Man,Arabic,Human Biology with Pre-Med,,
350,Osama Sa'ad-al-Hummam,Man,Arabic,Human Biology,,
351,Osama Sa'ad-al-Hummam,Man,Arabic,Human Biology,,
352,Osama Sa'ad-al-Hummam,Man,Arabic,Human Biology,,
353,Osama Sa'ad-al-Hummam,Man,Arabic,Human Biology,,
354,Osama Sa'ad-al-Hummam,Man,Arabic,Human Biology,,
355,Osama Sa'ad-al-Hummam,Man,Arabic,Human Biology,,
356,Osama Sa'ad-al-Hummam,Man,Arabic,Human Biology,,
357,Osama Sa'ad-al-Hummam,Man,Arabic,Human Biology,,
358,Osama Sa'ad-al-Hummam,Man,Arabic,Human Biology,,
359,Osama Sa'ad-al-Hummam,Man,Arabic,Human Biology,,
360,Osama Sa'ad-al-Hummam,Man,Arabic,Biochemistry,,
361,Osama Sa'ad-al-Hummam,Man,Arabic,Biochemistry,,
362,Osama Sa'ad-al-Hummam,Man,Arabic,Biochemistry,,
363,Osama Sa'ad-al-Hummam,Man,Arabic,Biochemistry,,
364,Osama Sa'ad-al-Hummam,Man,Arabic,Biochemistry,,
365,Osama Sa'ad-al-Hummam,Man,Arabic,Biochemistry,,
366,Osama Sa'ad-al-Hummam,Man,Arabic,Biochemistry,,
367,Osama Sa'ad-al-Hummam,Man,Arabic,Biochemistry,,
368,Osama Sa'ad-al-Hummam,Man,Arabic,Biochemistry,,
369,Osama Sa'ad-al-Hummam,Man,Arabic,Biochemistry,,
370,Osama Sa'ad-al-Hummam,Man,Arabic,Cognitive Science,,
371,Osama Sa'ad-al-Hummam,Man,Arabic,Cognitive Science,,
372,Osama Sa'ad-al-Hummam,Man,Arabic,Cognitive Science,,
373,Osama Sa'ad-al-Hummam,Man,Arabic,Cognitive Science,,
374,Osama Sa'ad-al-Hummam,Man,Arabic,Cognitive Science,,
375,Osama Sa'ad-al-Hummam,Man,Arabic,Cognitive Science,,
376,Osama Sa'ad-al-Hummam,Man,Arabic,Cognitive Science,,
377,Osama Sa'ad-al-Hummam,Man,Arabic,Cognitive Science,,
378,Osama Sa'ad-al-Hummam,Man,Arabic,Cognitive Science,,
379,Osama Sa'ad-al-Hummam,Man,Arabic,Cognitive Science,,
380,Osama Sa'ad-al-Hummam,Man,Arabic,Pharmacological Chemistry,,
381,Osama Sa'ad-al-Hummam,Man,Arabic,Pharmacological Chemistry,,
382,Osama Sa'ad-al-Hummam,Man,Arabic,Pharmacological Chemistry,,
383,Osama Sa'ad-al-Hummam,Man,Arabic,Pharmacological Chemistry,,
384,Osama Sa'ad-al-Hummam,Man,Arabic,Pharmacological Chemistry,,
385,Osama Sa'ad-al-Hummam,Man,Arabic,Pharmacological Chemistry,,
386,Osama Sa'ad-al-Hummam,Man,Arabic,Pharmacological Chemistry,,
387,Osama Sa'ad-al-Hummam,Man,Arabic,Pharmacological Chemistry,,
388,Osama Sa'ad-al-Hummam,Man,Arabic,Pharmacological Chemistry,,
389,Osama Sa'ad-al-Hummam,Man,Arabic,Pharmacological Chemistry,,
390,Osama Sa'ad-al-Hummam,Man,Arabic,Anthropology,,
391,Osama Sa'ad-al-Hummam,Man,Arabic,Anthropology,,
392,Osama Sa'ad-al-Hummam,Man,Arabic,Anthropology,,
393,Osama Sa'ad-al-Hummam,Man,Arabic,Anthropology,,
394,Osama Sa'ad-al-Hummam,Man,Arabic,Anthropology,,
395,Osama Sa'ad-al-Hummam,Man,Arabic,Anthropology,,
396,Osama Sa'ad-al-Hummam,Man,Arabic,Anthropology,,
397,Osama Sa'ad-al-Hummam,Man,Arabic,Anthropology,,
398,Osama Sa'ad-al-Hummam,Man,Arabic,Anthropology,,
399,Osama Sa'ad-al-Hummam,Man,Arabic,Anthropology,,
400,Mohammed Mubbaarak,Man,Arabic,Public Health,,
401,Mohammed Mubbaarak,Man,Arabic,Public Health,,
402,Mohammed Mubbaarak,Man,Arabic,Public Health,,
403,Mohammed Mubbaarak,Man,Arabic,Public Health,,
404,Mohammed Mubbaarak,Man,Arabic,Public Health,,
405,Mohammed Mubbaarak,Man,Arabic,Public Health,,
406,Mohammed Mubbaarak,Man,Arabic,Public Health,,
407,Mohammed Mubbaarak,Man,Arabic,Public Health,,
408,Mohammed Mubbaarak,Man,Arabic,Public Health,,
409,Mohammed Mubbaarak,Man,Arabic,Public Health,,
410,Mohammed Mubbaarak,Man,Arabic,Human Developmental Sciences,,
411,Mohammed Mubbaarak,Man,Arabic,Human Developmental Sciences,,
412,Mohammed Mubbaarak,Man,Arabic,Human Developmental Sciences,,
413,Mohammed Mubbaarak,Man,Arabic,Human Developmental Sciences,,
414,Mohammed Mubbaarak,Man,Arabic,Human Developmental Sciences,,
415,Mohammed Mubbaarak,Man,Arabic,Human Developmental Sciences,,
416,Mohammed Mubbaarak,Man,Arabic,Human Developmental Sciences,,
417,Mohammed Mubbaarak,Man,Arabic,Human Developmental Sciences,,
418,Mohammed Mubbaarak,Man,Arabic,Human Developmental Sciences,,
419,Mohammed Mubbaarak,Man,Arabic,Human Developmental Sciences,,
420,Mohammed Mubbaarak,Man,Arabic,Psychology,,
421,Mohammed Mubbaarak,Man,Arabic,Psychology,,
422,Mohammed Mubbaarak,Man,Arabic,Psychology,,
423,Mohammed Mubbaarak,Man,Arabic,Psychology,,
424,Mohammed Mubbaarak,Man,Arabic,Psychology,,
425,Mohammed Mubbaarak,Man,Arabic,Psychology,,
426,Mohammed Mubbaarak,Man,Arabic,Psychology,,
427,Mohammed Mubbaarak,Man,Arabic,Psychology,,
428,Mohammed Mubbaarak,Man,Arabic,Psychology,,
429,Mohammed Mubbaarak,Man,Arabic,Psychology,,
430,Mohammed Mubbaarak,Man,Arabic,Sociology,,
431,Mohammed Mubbaarak,Man,Arabic,Sociology,,
432,Mohammed Mubbaarak,Man,Arabic,Sociology,,
433,Mohammed Mubbaarak,Man,Arabic,Sociology,,
434,Mohammed Mubbaarak,Man,Arabic,Sociology,,
435,Mohammed Mubbaarak,Man,Arabic,Sociology,,
436,Mohammed Mubbaarak,Man,Arabic,Sociology,,
437,Mohammed Mubbaarak,Man,Arabic,Sociology,,
438,Mohammed Mubbaarak,Man,Arabic,Sociology,,
439,Mohammed Mubbaarak,Man,Arabic,Sociology,,
440,Mohammed Mubbaarak,Man,Arabic,Human Biology with Pre-Med,,
